capital,valor,var_mensal,pct_sal,tempo,var_ano,var_12,aammes
Belo Horizonte,185.37,5.18,57.35,116h31m,8.09,13.9,200702
Salvador,143.23,4.36,44.31,90h02m,6.25,11.79,200702
Belém,163.21,2.33,50.49,102h35m,3.85,12.64,200702
Brasília,177.08,2.1,54.79,111h18m,3.04,1.69,200702
Vitória,172.41,2.02,53.34,108h22m,9.0,8.16,200702
Curitiba,173.3,1.77,53.62,108h56m,3.17,8.85,200702
João Pessoa,141.54,1.68,43.79,88h58m,5.72,9.2,200702
Goiânia,156.18,1.1,48.32,98h10m,2.45,4.22,200702
São Paulo,185.96,0.67,57.53,116h53m,2.15,5.94,200702
Rio de Janeiro,177.69,0.63,54.97,111h41m,3.68,2.94,200702
Florianópolis,171.85,0.09,53.17,108h01m,,1.93,200702
Aracaju,141.66,-0.76,43.83,89h03m,2.94,6.18,200702
Porto Alegre,184.85,-0.81,57.19,116h11m,-0.74,11.22,200702
Fortaleza,156.4,9.42,48.39,98h19m,17.66,25.09,200703
Rio de Janeiro,192.26,8.2,59.48,120h51m,12.18,13.98,200703
Aracaju,149.77,5.72,46.34,94h08m,8.84,9.95,200703
Curitiba,182.15,5.11,56.35,114h30m,8.44,12.71,200703
Salvador,149.58,4.43,46.28,94h01m,10.96,11.6,200703
Porto Alegre,192.94,4.38,59.69,121h17m,3.6,17.57,200703
João Pessoa,147.62,4.3,45.67,92h47m,10.26,9.96,200703
Natal,151.44,3.86,46.85,95h11m,7.62,14.5,200703
São Paulo,192.86,3.71,59.67,121h14m,5.94,8.79,200703
Belém,168.24,3.08,52.05,105h45m,7.05,15.0,200703
Florianópolis,176.41,2.65,54.58,110h53m,4.63,11.45,200703
Recife,152.83,2.63,47.28,96h04m,15.66,14.51,200703
Belo Horizonte,190.11,2.56,58.82,119h30m,10.86,15.23,200703
Brasília,180.27,1.8,55.77,113h19m,4.9,4.03,200703
Vitória,174.12,0.99,53.87,109h27m,10.08,8.41,200703
Goiânia,156.64,0.29,48.46,98h28m,2.76,4.66,200703
Porto Alegre,199.09,3.19,56.73,115h16m,6.91,15.84,200704
Belém,170.44,1.31,48.57,98h41m,8.45,10.57,200704
Salvador,150.36,0.52,42.85,87h03m,11.53,7.54,200704
Aracaju,150.45,0.45,42.87,87h06m,9.33,5.43,200704
Goiânia,156.56,-0.05,44.61,90h38m,2.7,1.81,200704
Florianópolis,175.53,-0.5,50.02,101h37m,4.11,3.93,200704
Brasília,177.81,-1.36,50.67,102h57m,3.47,5.26,200704
Natal,149.21,-1.47,42.52,86h23m,6.03,5.87,200704
Vitória,171.5,-1.5,48.87,99h17m,8.43,5.94,200704
São Paulo,188.8,-2.11,53.8,109h18m,3.71,3.2,200704
Fortaleza,151.12,-3.38,43.06,87h29m,13.69,19.0,200704
Recife,146.1,-4.4,41.63,84h35m,10.56,2.17,200704
João Pessoa,140.37,-4.91,40.0,81h16m,4.85,-0.27,200704
Curitiba,172.04,-5.55,49.02,99h36m,2.42,-0.12,200704
Rio de Janeiro,181.22,-5.74,51.64,104h55m,5.74,3.18,200704
Belo Horizonte,175.92,-7.46,50.13,101h51m,2.58,3.35,200704
João Pessoa,139.19,-0.84,39.66,80h35m,3.97,-4.69,200705
Curitiba,169.66,-1.38,48.35,98h13m,1.0,2.12,200705
Goiânia,154.07,-1.59,43.9,89h12m,1.07,2.35,200705
São Paulo,184.93,-2.05,52.7,107h04m,1.58,3.32,200705
Natal,145.39,-2.56,41.43,84h10m,3.32,0.3,200705
Porto Alegre,192.91,-3.1,54.97,111h41m,3.59,11.21,200705
Rio de Janeiro,175.33,-3.25,49.96,101h30m,2.3,3.79,200705
Belém,164.69,-3.37,46.93,95h21m,4.79,5.44,200705
Florianópolis,168.02,-4.28,47.88,97h16m,-0.34,2.37,200705
Belo Horizonte,167.5,-4.79,47.73,96h58m,-2.33,1.31,200705
Vitória,162.76,-5.1,46.38,94h14m,2.9,-0.37,200705
Aracaju,142.49,-5.29,40.6,82h30m,3.55,2.95,200705
Brasília,167.29,-5.92,47.67,96h51m,,2.65,200705
Fortaleza,139.79,-7.5,39.83,80h56m,5.17,4.5,200705
Recife,134.17,-8.17,38.23,77h41m,1.54,-11.16,200705
Salvador,135.71,-9.74,38.67,78h34m,0.67,-7.72,200705
Recife,138.59,3.29,39.49,80h14m,4.88,,200706
Brasília,171.31,2.4,48.82,99h11m,,0.31,200706
São Paulo,187.45,1.36,53.42,108h31m,2.97,8.79,200706
Vitória,164.63,1.15,46.91,95h19m,4.08,8.08,200706
Salvador,137.05,0.99,39.05,79h21m,1.66,-2.73,200706
Curitiba,170.94,0.75,48.71,98h58m,1.76,6.78,200706
Porto Alegre,193.9,0.51,55.25,112h15m,4.12,15.19,200706
Goiânia,153.84,-0.15,43.84,89h04m,0.92,3.04,200706
Florianópolis,167.7,-0.19,47.79,97h05m,-0.53,5.46,200706
Belo Horizonte,165.82,-1.0,47.25,96h00m,-3.31,3.66,200706
Rio de Janeiro,173.33,-1.14,49.39,100h21m,1.13,5.0,200706
Aracaju,140.45,-1.43,40.02,81h19m,2.06,4.62,200706
Fortaleza,136.85,-2.1,39.0,79h14m,2.96,-0.24,200706
Natal,139.22,-4.24,39.67,80h36m,-1.07,1.01,200706
João Pessoa,134.07,-3.68,38.2,77h37m,0.14,-6.89,200706
Belém,154.91,-5.94,44.14,89h41m,-1.43,-1.05,200706
João Pessoa,143.55,7.07,40.91,83h06m,7.22,7.02,200707
Natal,148.3,6.52,42.26,85h51m,5.39,8.06,200707
Porto Alegre,200.97,3.65,57.27,116h21m,7.91,17.51,200707
Recife,143.48,3.53,40.89,83h04m,8.58,5.59,200707
Florianópolis,173.27,3.32,49.37,100h19m,2.77,8.08,200707
Rio de Janeiro,177.71,2.53,50.64,102h53m,3.69,11.29,200707
Aracaju,142.98,1.8,40.74,82h47m,3.9,6.68,200707
Salvador,137.88,0.61,39.29,79h50m,2.28,2.08,200707
Brasília,172.3,0.58,49.1,99h45m,0.26,6.17,200707
Belém,154.58,-0.21,44.05,89h30m,-1.64,1.27,200707
São Paulo,186.98,-0.25,53.28,108h15m,2.71,9.67,200707
Vitória,164.04,-0.36,46.74,94h58m,3.71,8.3,200707
Goiânia,152.35,-0.97,43.41,88h12m,-0.06,6.22,200707
Curitiba,167.85,-1.81,47.83,97h11m,-0.08,6.33,200707
Belo Horizonte,162.37,-2.08,46.27,94h00m,-5.32,3.59,200707
Fortaleza,130.83,-4.4,37.28,75h45m,-1.57,-2.97,200707
Natal,162.56,9.62,46.32,94h07m,15.52,23.85,200708
Fortaleza,141.53,8.18,40.33,81h56m,6.48,9.32,200708
Belo Horizonte,175.59,8.14,50.04,101h39m,2.39,9.58,200708
Salvador,146.93,6.56,41.87,85h04m,8.99,9.85,200708
Aracaju,150.82,5.48,42.98,87h19m,9.6,14.16,200708
João Pessoa,151.24,5.36,43.1,87h34m,12.97,13.52,200708
Vitória,172.55,5.19,49.17,99h54m,9.09,16.85,200708
Belém,161.64,4.57,46.06,93h35m,2.85,11.06,200708
Florianópolis,180.63,4.25,51.47,104h35m,7.14,13.68,200708
Recife,149.26,4.03,42.53,86h25m,12.96,14.05,200708
Curitiba,174.28,3.83,49.66,100h54m,3.75,12.82,200708
São Paulo,193.04,3.24,55.01,111h46m,6.04,13.81,200708
Porto Alegre,206.39,2.7,58.81,119h29m,10.83,20.19,200708
Rio de Janeiro,182.14,2.49,51.9,105h27m,6.27,17.34,200708
Brasília,176.21,2.27,50.21,102h01m,2.54,9.05,200708
Goiânia,155.79,2.26,44.39,90h12m,2.2,11.2,200708
Fortaleza,147.75,4.39,42.1,85h32m,11.16,17.12,200709
Vitória,179.95,4.29,51.28,104h11m,13.77,20.13,200709
Aracaju,157.15,4.2,44.78,90h59m,14.2,19.93,200709
Rio de Janeiro,187.95,3.19,53.56,108h49m,9.66,15.07,200709
Belo Horizonte,180.57,2.84,51.45,104h32m,5.29,12.04,200709
Belém,165.59,2.44,47.19,95h52m,5.36,14.44,200709
Florianópolis,184.95,2.39,52.7,107h05m,9.7,12.25,200709
Goiânia,159.28,2.24,45.39,92h13m,4.49,13.4,200709
Curitiba,176.62,1.34,50.33,102h15m,5.14,11.53,200709
Salvador,148.06,0.77,42.19,85h43m,9.83,9.54,200709
São Paulo,194.34,0.67,55.38,112h31m,6.75,12.92,200709
Natal,163.03,0.29,46.46,94h23m,15.85,25.48,200709
Brasília,176.57,0.2,50.31,102h13m,2.75,8.75,200709
Porto Alegre,206.78,0.19,58.92,119h43m,11.03,16.38,200709
Recife,145.15,-2.75,41.36,84h02m,9.85,10.25,200709
João Pessoa,144.64,-4.36,41.22,83h44m,8.04,9.39,200709
Belém,172.72,4.31,49.22,100h00m,9.9,17.18,200710
São Paulo,201.25,3.56,57.35,116h31m,10.55,11.97,200710
Porto Alegre,213.97,3.48,60.97,123h53m,14.9,19.49,200710
Belo Horizonte,186.77,3.43,53.22,108h08m,8.91,8.42,200710
Rio de Janeiro,194.27,3.36,55.36,112h28m,13.35,16.5,200710
Salvador,151.66,2.43,43.22,87h48m,12.5,12.7,200710
Vitória,182.84,1.61,52.1,105h51m,15.6,15.79,200710
Goiânia,161.72,1.53,46.08,93h38m,6.09,12.51,200710
Curitiba,179.15,1.43,51.05,103h43m,6.65,8.54,200710
Florianópolis,187.08,1.15,53.31,108h19m,10.96,7.91,200710
Brasília,177.82,0.71,50.67,102h57m,3.47,8.72,200710
Fortaleza,146.96,-0.53,41.88,85h05m,10.56,14.81,200710
João Pessoa,143.16,-1.02,40.79,82h53m,6.93,4.79,200710
Recife,142.07,-2.12,40.48,82h15m,7.51,8.77,200710
Aracaju,151.42,-3.65,43.15,87h40m,10.04,10.56,200710
Natal,151.99,-6.77,43.31,88h00m,8.01,13.23,200710
Brasília,189.2,6.4,53.91,109h32m,10.1,8.9,200711
Aracaju,160.1,5.73,45.62,92h41m,16.34,10.08,200711
Salvador,158.2,4.31,45.08,91h35m,17.35,12.61,200711
Belo Horizonte,194.05,3.9,55.3,112h21m,13.16,8.26,200711
Goiânia,167.96,3.86,47.86,97h14m,10.18,12.59,200711
Natal,157.76,3.8,44.95,91h20m,12.11,14.5,200711
Curitiba,185.31,3.44,52.81,107h17m,10.32,4.43,200711
Recife,145.42,2.36,41.44,84h11m,10.05,7.97,200711
Belém,176.57,2.23,50.31,102h13m,12.35,12.85,200711
São Paulo,205.48,2.1,58.55,118h58m,12.87,10.9,200711
Rio de Janeiro,194.92,0.33,55.54,112h51m,13.73,8.84,200711
Florianópolis,186.92,-0.09,53.26,108h13m,10.87,4.84,200711
Fortaleza,146.71,-0.17,41.81,84h56m,10.37,13.49,200711
João Pessoa,142.43,-0.51,40.59,82h28m,6.39,5.03,200711
Vitória,179.98,-1.56,51.29,104h12m,13.79,9.85,200711
Porto Alegre,205.18,-4.11,58.47,118h47m,10.18,6.86,200711
Aracaju,171.16,24.38,48.77,99h06m,,6.91,200712
Goiânia,189.34,24.21,53.95,109h37m,,12.73,200712
Belém,190.01,20.9,54.14,110h00m,,7.61,200712
Vitória,189.51,19.81,54.0,109h43m,,5.3,200712
Belo Horizonte,204.8,19.42,58.36,118h34m,,5.54,200712
Natal,167.91,19.32,47.85,97h13m,,6.43,200712
Fortaleza,158.35,19.13,45.12,91h41m,,7.93,200712
São Paulo,214.63,17.9,61.16,124h16m,,4.45,200712
Salvador,158.71,17.73,45.23,91h53m,,0.32,200712
Recife,155.41,17.61,44.29,89h58m,,6.87,200712
João Pessoa,155.09,15.84,44.19,89h47m,,8.89,200712
Porto Alegre,212.92,14.33,60.67,123h16m,,3.77,200712
Rio de Janeiro,194.46,13.46,55.41,112h35m,,-0.24,200712
Florianópolis,190.83,13.18,54.38,110h29m,,2.09,200712
Brasília,193.23,12.44,55.06,111h52m,,2.13,200712
Curitiba,187.23,11.46,53.35,108h24m,,1.04,200712
Salvador,173.01,9.01,49.49,100h10m,,26.06,200801
Brasília,209.2,8.26,59.84,121h07m,,20.62,200801
Recife,166.9,7.39,47.74,96h38m,,21.72,200801
São Paulo,229.09,6.74,65.53,132h38m,,24.02,200801
Rio de Janeiro,206.22,6.05,58.99,119h23m,,16.79,200801
Belo Horizonte,216.78,5.85,62.01,125h30m,,23.0,200801
Curitiba,197.77,5.63,56.57,114h30m,,16.14,200801
Vitória,198.54,4.76,56.79,114h57m,,17.49,200801
Fortaleza,164.69,4.0,47.11,95h21m,,28.48,200801
Goiânia,195.13,3.06,55.82,112h58m,,26.31,200801
João Pessoa,159.8,3.04,45.71,92h31m,,14.8,200801
Florianópolis,196.4,2.92,56.18,113h42m,,14.19,200801
Natal,172.05,2.47,49.21,99h36m,,24.94,200801
Belém,192.81,1.47,55.15,111h38m,,20.89,200801
Porto Alegre,214.27,0.63,61.29,124h03m,,14.98,200801
Aracaju,168.67,-1.45,48.25,97h39m,,18.17,200801
João Pessoa,169.88,6.31,48.59,98h21m,9.54,20.02,200802
Fortaleza,171.94,4.4,49.18,99h33m,8.58,20.3,200802
Recife,172.03,3.07,49.21,99h36m,10.69,15.52,200802
Natal,176.74,2.73,50.55,102h19m,5.26,21.21,200802
Porto Alegre,214.65,0.18,61.4,124h16m,0.81,16.12,200802
Brasília,208.74,-0.22,59.71,120h51m,8.03,17.88,200802
Vitória,197.9,-0.32,56.61,114h34m,4.43,14.78,200802
Curitiba,196.5,-0.64,56.21,113h46m,4.95,13.39,200802
Belém,191.43,-0.72,54.76,110h50m,0.75,17.29,200802
Rio de Janeiro,203.82,-1.16,58.3,118h00m,4.81,14.71,200802
Florianópolis,193.97,-1.24,55.48,112h18m,1.65,12.87,200802
São Paulo,226.2,1.26,64.7,130h57m,,5.39,200802
Aracaju,165.35,-1.97,47.3,95h44m,-3.39,16.72,200802
Salvador,167.77,-3.03,47.99,97h08m,5.71,17.13,200802
Belo Horizonte,206.42,-4.78,59.04,119h30m,0.79,11.36,200802
Goiânia,185.06,5.16,52.93,107h08m,,-2.26,200802
Rio de Janeiro,214.66,5.32,56.22,113h48m,10.39,11.65,200803
Vitória,206.8,4.5,54.16,109h38m,9.12,18.77,200803
Florianópolis,202.46,4.38,53.03,107h20m,6.09,14.77,200803
Belo Horizonte,213.48,3.42,55.91,113h10m,4.24,12.29,200803
Goiânia,189.94,2.64,49.75,100h41m,0.32,21.26,200803
Salvador,171.37,2.15,44.88,90h51m,7.98,14.57,200803
Natal,180.48,2.12,47.27,95h41m,7.49,19.18,200803
Fortaleza,175.11,1.84,45.86,92h50m,10.58,11.96,200803
Aracaju,168.22,1.74,44.06,89h11m,-1.72,12.32,200803
Porto Alegre,216.12,0.68,56.61,114h34m,1.5,12.01,200803
Curitiba,196.98,0.24,51.59,104h25m,5.21,8.14,200803
João Pessoa,169.85,-0.02,44.49,90h02m,9.52,15.06,200803
Belém,190.41,-0.53,49.87,100h56m,0.21,13.18,200803
São Paulo,223.94,1.0,58.65,118h43m,,4.34,200803
Recife,166.13,-3.43,43.51,88h04m,6.9,8.7,200803
Brasília,200.83,-3.79,52.6,106h28m,3.93,11.41,200803
Fortaleza,188.83,7.84,49.46,100h06m,19.25,24.95,200804
Belo Horizonte,228.32,6.95,59.8,121h02m,11.48,29.79,200804
Brasília,214.22,6.67,56.11,113h34m,10.86,20.48,200804
João Pessoa,180.9,6.51,47.38,95h54m,16.64,28.87,200804
Belém,202.6,6.4,53.06,107h24m,6.63,18.87,200804
Curitiba,209.52,6.37,54.88,111h04m,11.91,21.79,200804
Porto Alegre,226.78,4.93,59.4,120h13m,6.51,13.91,200804
Natal,187.89,4.11,49.21,99h36m,11.9,25.92,200804
Florianópolis,210.42,3.93,55.11,111h33m,10.27,19.88,200804
Recife,172.18,3.64,45.1,91h17m,10.79,17.85,200804
Rio de Janeiro,222.24,3.53,58.21,117h49m,14.29,22.64,200804
Salvador,176.66,3.09,46.27,93h39m,11.31,17.49,200804
Aracaju,173.29,3.01,45.39,91h52m,1.24,15.18,200804
Vitória,212.39,2.7,55.63,112h36m,12.07,23.84,200804
Goiânia,193.68,1.97,50.73,102h40m,2.29,23.71,200804
São Paulo,227.81,1.73,59.67,120h46m,6.14,20.66,200804
Recife,196.62,14.19,51.5,104h14m,26.52,46.55,200805
Natal,204.64,8.91,53.6,108h29m,21.87,40.75,200805
Florianópolis,226.43,7.61,59.31,120h02m,18.66,34.76,200805
Aracaju,183.4,5.83,48.04,97h13m,7.15,28.71,200805
Curitiba,220.74,5.36,57.82,117h01m,17.9,30.11,200805
Vitória,222.98,4.99,58.4,118h12m,17.66,37.0,200805
Porto Alegre,236.58,4.32,61.96,125h25m,11.11,22.64,200805
Fortaleza,196.79,4.22,51.54,104h19m,24.28,40.78,200805
João Pessoa,187.21,3.49,49.03,99h15m,20.71,34.5,200805
São Paulo,233.92,2.68,61.27,124h00m,8.99,26.49,200805
Belém,206.4,1.88,54.06,109h25m,8.63,25.33,200805
Brasília,217.6,1.58,56.99,115h21m,12.61,30.07,200805
Belo Horizonte,230.55,0.98,60.38,122h13m,12.57,37.64,200805
Rio de Janeiro,222.93,0.31,58.39,118h11m,14.64,27.15,200805
Salvador,176.05,-0.35,46.11,93h20m,10.93,29.73,200805
Goiânia,191.38,1.19,50.13,101h27m,,1.08,200805
Goiânia,211.74,10.64,55.46,112h15m,11.83,37.64,200806
Brasília,231.6,6.43,60.66,122h47m,19.86,35.19,200806
Rio de Janeiro,236.16,5.93,61.85,125h12m,21.44,36.25,200806
Salvador,185.53,5.38,48.59,98h21m,16.9,35.37,200806
Florianópolis,238.15,5.18,62.38,126h15m,24.8,42.01,200806
São Paulo,245.24,4.84,64.23,130h00m,14.26,30.83,200806
Aracaju,191.75,4.55,50.22,101h39m,12.03,36.53,200806
Porto Alegre,246.72,4.29,64.62,130h47m,15.87,27.24,200806
João Pessoa,194.43,3.86,50.92,103h04m,25.37,45.02,200806
Natal,211.41,3.31,55.37,112h04m,25.91,51.85,200806
Curitiba,227.58,3.1,59.61,120h39m,21.55,33.13,200806
Recife,200.85,2.15,52.61,106h28m,29.24,44.92,200806
Belém,209.91,1.7,54.98,111h17m,10.47,35.5,200806
Fortaleza,196.11,-0.35,51.36,103h58m,23.85,43.3,200806
Vitória,220.46,-1.13,57.74,116h52m,16.33,33.91,200806
Curitiba,244.3,7.35,63.99,129h31m,30.48,45.55,200807
Salvador,195.65,5.45,51.24,103h43m,23.28,41.9,200807
Porto Alegre,259.29,5.09,67.91,137h27m,21.78,29.02,200807
Belo Horizonte,247.01,4.65,64.7,130h57m,20.61,52.13,200807
Vitória,230.19,4.41,60.29,122h02m,21.47,40.33,200807
São Paulo,252.13,2.81,66.04,133h40m,17.47,34.84,200807
Aracaju,196.61,2.53,51.5,104h14m,14.87,37.51,200807
Brasília,236.69,2.2,61.99,125h28m,22.49,37.37,200807
Fortaleza,199.49,1.72,52.25,105h45m,25.98,52.48,200807
Rio de Janeiro,240.03,1.64,62.87,127h15m,23.43,35.07,200807
Belém,211.13,0.58,55.3,111h55m,11.12,36.58,200807
João Pessoa,194.9,0.24,51.05,103h19m,25.67,35.77,200807
Florianópolis,238.53,0.16,62.48,126h27m,25.0,37.66,200807
Natal,211.64,0.11,55.43,112h12m,26.04,42.71,200807
Recife,197.35,-1.74,51.69,104h37m,26.99,37.55,200807
Goiânia,204.22,3.55,53.49,108h16m,,7.86,200807
Goiânia,206.56,1.15,54.1,109h30m,9.09,32.59,200808
Belém,206.33,-2.27,54.04,109h23m,8.59,27.65,200808
Brasília,229.17,-3.18,60.02,121h29m,18.6,30.06,200808
Salvador,187.28,-4.28,49.05,99h17m,18.0,27.46,200808
São Paulo,241.15,-4.35,63.16,127h50m,12.36,24.92,200808
Aracaju,185.86,-5.47,48.68,98h32m,8.59,23.23,200808
Curitiba,229.93,-5.88,60.22,121h53m,22.81,31.93,200808
Belo Horizonte,231.26,-6.38,60.57,122h36m,12.92,31.7,200808
João Pessoa,182.29,-6.47,47.74,96h38m,17.54,20.53,200808
Porto Alegre,241.16,-6.99,63.16,127h51m,13.26,16.85,200808
Florianópolis,219.01,-8.18,57.36,116h06m,14.77,21.25,200808
Vitória,207.99,-9.64,54.48,110h16m,9.75,20.54,200808
Rio de Janeiro,214.68,-10.56,56.23,113h48m,10.4,17.87,200808
Fortaleza,178.37,-10.59,46.72,94h33m,12.64,26.03,200808
Natal,188.93,-10.73,49.48,100h09m,12.52,16.22,200808
Recife,176.09,-10.77,46.12,93h21m,13.31,17.98,200808
Florianópolis,223.47,2.04,58.53,118h28m,17.1,20.83,200809
Rio de Janeiro,215.58,0.42,56.46,114h17m,10.86,14.7,200809
Vitória,205.09,-1.39,53.72,108h43m,8.22,13.97,200809
João Pessoa,177.82,-2.45,46.57,94h16m,14.66,22.94,200809
São Paulo,234.68,-2.68,61.47,124h25m,9.34,20.76,200809
Natal,183.57,2.84,48.08,97h19m,,9.33,200809
Brasília,221.03,-3.55,57.89,117h10m,14.39,25.18,200809
Porto Alegre,232.16,-3.73,60.81,123h04m,9.04,12.27,200809
Goiânia,198.28,-4.01,51.93,105h07m,4.72,24.49,200809
Belo Horizonte,220.97,-4.45,57.88,117h08m,7.9,22.37,200809
Recife,167.76,4.73,43.94,88h56m,,7.95,200809
Fortaleza,169.67,4.88,44.44,89h57m,,7.15,200809
Curitiba,218.1,-5.14,57.12,115h37m,16.49,23.49,200809
Aracaju,176.05,-5.28,46.11,93h20m,2.86,12.03,200809
Salvador,174.25,-6.96,45.64,92h22m,9.79,17.69,200809
Belém,191.19,-7.34,50.08,101h21m,0.62,15.46,200809
Fortaleza,183.36,8.07,48.03,97h12m,15.79,24.77,200810
Natal,198.23,7.99,51.92,105h05m,18.06,30.42,200810
Manaus,221.35,5.79,57.98,117h21m,,,200810
Salvador,182.61,4.8,47.83,96h48m,15.06,20.41,200810
Vitória,213.56,4.13,55.94,113h13m,12.69,16.8,200810
Porto Alegre,239.82,3.3,62.81,127h08m,12.63,12.08,200810
Rio de Janeiro,220.99,2.51,57.78,117h09m,13.64,13.75,200810
Aracaju,180.07,2.28,47.16,95h28m,5.21,18.92,200810
Florianópolis,228.44,2.22,59.83,121h06m,19.71,22.11,200810
Belém,195.31,2.15,51.16,103h32m,2.79,13.08,200810
Curitiba,221.4,1.51,57.99,117h22m,18.25,23.58,200810
São Paulo,238.15,1.48,62.38,126h15m,10.96,18.34,200810
Goiânia,200.7,1.22,52.57,106h24m,6.0,24.1,200810
Recife,169.4,0.98,44.37,89h48m,9.0,19.24,200810
Belo Horizonte,222.71,0.79,58.33,118h04m,8.75,19.24,200810
Brasília,220.44,-0.27,57.74,116h52m,14.08,23.97,200810
João Pessoa,177.32,-0.28,46.44,94h00m,14.33,23.86,200810
Vitória,226.16,5.9,59.24,119h54m,19.34,25.66,200811
Recife,175.22,3.44,45.89,92h53m,12.75,20.49,200811
Curitiba,228.0,2.98,59.72,120h52m,21.78,23.04,200811
Goiânia,206.51,2.89,54.09,109h29m,9.07,22.95,200811
Brasília,225.6,2.34,59.09,119h36m,16.75,19.24,200811
Fortaleza,187.44,2.23,49.09,99h22m,18.37,27.76,200811
Salvador,186.36,2.05,48.81,98h48m,17.42,17.8,200811
Rio de Janeiro,225.26,1.93,59.0,119h25m,15.84,15.57,200811
Belém,198.48,1.62,51.99,105h13m,4.46,12.41,200811
Belo Horizonte,225.4,1.21,59.04,119h29m,10.06,16.16,200811
São Paulo,238.66,0.21,62.51,126h31m,11.2,16.15,200811
Natal,198.05,-0.09,51.87,104h59m,17.95,25.54,200811
Manaus,220.91,-0.2,57.86,117h07m,,,200811
Porto Alegre,239.0,-0.34,62.6,126h42m,12.25,16.48,200811
Aracaju,179.39,-0.38,46.99,95h06m,4.81,12.05,200811
Florianópolis,226.64,-0.79,59.36,120h09m,18.77,21.25,200811
João Pessoa,174.83,-1.4,45.79,92h41m,12.73,22.75,200811
João Pessoa,200.55,14.71,52.53,106h19m,29.31,,200812
Natal,212.8,7.45,55.74,112h49m,26.73,,200812
Florianópolis,239.03,5.47,62.61,126h43m,25.26,,200812
Fortaleza,197.32,5.27,51.68,104h36m,24.61,,200812
Rio de Janeiro,239.78,6.45,62.8,127h07m,23.31,,200812
Curitiba,229.39,0.61,60.08,121h36m,22.52,,200812
Brasília,236.15,4.68,61.85,125h11m,22.21,,200812
Salvador,193.06,3.6,50.57,102h21m,21.64,,200812
Vitória,227.54,0.61,59.6,120h37m,20.07,,200812
Porto Alegre,254.86,6.64,66.75,135h06m,19.7,,200812
Recife,183.61,4.79,48.09,97h20m,18.15,,200812
Aracaju,193.28,7.74,50.62,102h28m,12.92,,200812
Belo Horizonte,230.25,2.15,60.31,122h04m,12.43,,200812
São Paulo,239.49,0.35,62.73,126h58m,11.58,,200812
Goiânia,209.43,1.41,54.85,111h01m,10.61,,200812
Belém,199.05,0.29,52.13,105h31m,4.76,,200812
Manaus,225.83,2.23,59.15,119h43m,,,200812
Belém,210.7,5.85,55.19,111h42m,5.85,9.28,200901
Goiânia,220.37,5.22,57.72,116h49m,5.22,12.93,200901
Vitória,238.44,4.79,62.45,126h24m,4.79,20.1,200901
Salvador,201.71,4.48,52.83,106h56m,4.48,16.59,200901
Manaus,228.28,1.08,59.79,121h01m,1.08,,200901
São Paulo,241.53,0.85,63.26,128h02m,0.85,5.43,200901
Belo Horizonte,232.03,0.77,60.77,123h00m,0.77,7.03,200901
Curitiba,227.89,-0.65,59.69,120h49m,-0.65,15.23,200901
Brasília,234.6,-0.66,61.45,124h22m,-0.66,12.14,200901
Porto Alegre,247.25,-2.99,64.76,131h04m,-2.99,15.39,200901
Florianópolis,231.79,-3.03,60.71,122h53m,-3.03,18.02,200901
Recife,177.6,-3.27,46.52,94h09m,-3.27,6.41,200901
Aracaju,184.48,-4.55,48.32,97h48m,-4.55,9.37,200901
Natal,203.06,-4.58,53.18,107h39m,-4.58,18.02,200901
Fortaleza,187.21,-5.12,49.03,99h15m,-5.12,13.67,200901
Rio de Janeiro,224.74,-6.27,58.86,119h08m,-6.27,8.98,200901
João Pessoa,177.88,-11.3,46.59,94h18m,-11.3,11.31,200901
Recife,179.93,1.31,42.06,85h08m,-2.0,4.59,200902
João Pessoa,179.27,0.78,41.9,84h49m,-10.61,5.53,200902
Curitiba,228.37,0.21,53.38,108h03m,-0.44,16.22,200902
Porto Alegre,247.06,-0.08,57.75,116h53m,-3.06,15.1,200902
Natal,202.36,-0.34,47.3,95h44m,-4.91,14.5,200902
Rio de Janeiro,223.52,-0.54,52.25,105h45m,-6.78,9.67,200902
Manaus,226.0,-1.0,52.83,106h55m,0.08,,200902
Brasília,231.13,-1.48,54.03,109h21m,-2.13,10.73,200902
Florianópolis,227.98,-1.64,53.29,107h52m,-4.62,17.53,200902
São Paulo,237.34,-1.73,55.48,112h17m,-0.9,4.92,200902
Fortaleza,183.16,-2.16,42.81,86h39m,-7.18,6.53,200902
Aracaju,180.32,-2.25,42.15,85h19m,-6.71,9.05,200902
Salvador,197.08,-2.3,46.07,93h15m,2.08,17.47,200902
Vitória,232.48,-2.5,54.34,109h59m,2.17,17.47,200902
Goiânia,211.11,-4.2,49.35,99h53m,0.8,14.08,200902
Belém,201.62,-4.31,47.13,95h23m,1.29,5.32,200902
Belo Horizonte,217.27,-6.36,50.79,102h48m,-5.64,5.26,200902
Belém,203.04,0.7,47.46,96h04m,2.0,6.63,200903
Goiânia,209.21,-0.9,48.9,98h59m,-0.1,10.15,200903
Salvador,193.41,-1.86,45.21,91h30m,0.18,12.86,200903
Fortaleza,179.2,-2.16,41.89,84h47m,-9.18,2.34,200903
Rio de Janeiro,218.63,-2.19,51.11,103h26m,-8.82,1.85,200903
Recife,175.48,-2.47,41.02,83h01m,-4.43,5.63,200903
João Pessoa,174.72,-2.54,40.84,82h40m,-12.88,2.87,200903
